Original Dataset,Operated by:,Dataset Description,PROGRAM,SITE NAME,HOURS OF OPERATION,PHONE,LOCATION,FAX,Fax 2,Phone 2,Phone 3,Phone 4,Phone 5,ADMIN,COUNTY,EMAIL,CATEGORY,Website,Additional information,Additional information - 2
https://data.cityofchicago.org/Health-Human-Services/Mental-Health-Clinics/v56e-cy8y,Chicago,"City of Chicago Mental Health Clinic locations, hours of operation and contact information.",,Lawndale MHC  ,Mon - Fri: 8:30 am ÛÒ 4:30 pm,(312) 746-5905,"1201 Campbell St
Chicago, IL 60608
(41.865346111260145, -87.68849234323406)",,,,,,,,,,,,,
https://data.cityofchicago.org/Health-Human-Services/Mental-Health-Clinics/v56e-cy8y,Chicago,"City of Chicago Mental Health Clinic locations, hours of operation and contact information.",,North River MHC,Mon - Fri: 8:30 am ÛÒ 4:30 pm,(312) 744-1906,"5801 Pulaski Road
Chicago, IL 60646
(41.98634938091262, -87.72849630405965)",,,,,,,,,,,,,
https://data.cityofchicago.org/Health-Human-Services/Mental-Health-Clinics/v56e-cy8y,Chicago,"City of Chicago Mental Health Clinic locations, hours of operation and contact information.",,Northtown Rogers Park,Mon - Fri: 8:30 am ÛÒ 4:30 pm,(312) 744-7617,"1607 Howard St
Chicago, IL 60626
(42.019112191829855, -87.67148616365999)",,,,,,,,,,,,,
https://data.cityofchicago.org/Health-Human-Services/Mental-Health-Clinics/v56e-cy8y,Chicago,"City of Chicago Mental Health Clinic locations, hours of operation and contact information.",,Northwest MHC ,Mon - Fri: 8:30 am ÛÒ 4:30 pm,(312) 744-0993,"2354 Milwaukee
Chicago, IL 60647
(41.923990900790805, -87.6994730652118)",,,,,,,,,,,,,
https://data.cityofchicago.org/Health-Human-Services/Mental-Health-Clinics/v56e-cy8y,Chicago,"City of Chicago Mental Health Clinic locations, hours of operation and contact information.",,Roseland MHC,Mon - Fri: 8:30 am ÛÒ 4:30 pm,(312) 747-7320,"200 115th Street
Chicago, IL 60628
(41.68540464454324, -87.61804579760663)",,,,,,,,,,,,,
https://data.cityofchicago.org/Health-Human-Services/Mental-Health-Clinics/v56e-cy8y,Chicago,"City of Chicago Mental Health Clinic locations, hours of operation and contact information.",,Woodlawn MHC,Mon - Fri: 8:30 am ÛÒ 4:30 pm,(312) 747-0059,"6337 Woodlawn Ave
Chicago, IL 60637
(41.77922330206716, -87.59611890764076)",,,,,,,,,,,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Orticelli, James P., D.D.S.",,,"487 Orchard St
Antioch, IL 60002-1276
(42.479190801975506, -88.10058719476649)",,,,,,,"James P. Orticelli, D.D.S.",Lake,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Witkiewicz, Stanley J., D.D.S.",,,"715 Main St
Antioch, IL 60002-1321
(42.483561507037905, -88.09613555072144)",,,,,,,"Stanley J. Witkiewicz, D.D.S.",Lake,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Sven, Robert T., D.D.S.",,,"439 Lake St
Antioch, IL 60002-1405
(42.47724507297833, -88.0978931816176)",,,,,,,"Robert T. Sven, D.D.S.",Lake,rtsvendds@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Danielewicz, Brian P., D.D.S.",,,"424 Lake St
Antioch, IL 60002-1406
(42.47719062610507, -88.09793424616922)",,,,,,,"Brian P. Danielewicz, D.D.S.",Lake,bdunodds@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Antioch Oral & Maxillofacial Surgery,,,"800 Main St
Antioch, IL 60002-1542
(42.481069747644064, -88.09629216997284)",,,,,,,"Chris N. Choukas, D.D.S.",Lake,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Heritage Dental,,,"800 Main St
Antioch, IL 60002-1542
(42.481069747644064, -88.09629216997284)",,,,,,,"Kenneth Jazdzewski, D.D.S.",Lake,heritage.dental@sbcglobal.net,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Sellke & Reily, D.D.S.",,,"1138 Main St
Antioch, IL 60002-1808
(42.47198931951342, -88.09387140301182)",,,,,,,"Terry A. Sellke & Donald J. Reily, D.D.S.",Lake,sellke-reilly@ameritech.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kozak Orthodontics, P.C.",,,"1326 Main St
Antioch, IL 60002-2181
(42.4672028393249, -88.09227745921572)",,,,,,,"Bryon R. Kozak, D.D.S.",Lake,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Ruggiero, Nicholas W., D.D.S.",,,"1326 Main St
Antioch, IL 60002-2181
(42.4672028393249, -88.09227745921572)",,,,,,,"Nicholas W. Ruggiero, D.D.S.",Lake,dr.nickruggiero@gmail.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Miles Family Dental,,,"417 E Rte
Antioch, IL 60002-9407
(42.46625899955336, -88.05537399981012)",,,,,,,"Jeffrey P. Miles, D.D.S.",Lake,jpmilesdmd@aol.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Jones, Don,, D.D.S.",,,"25867 Grass Lake Rd
Antioch, IL 60002-9771
(42.44538074873095, -88.13796924154086)",,,,,,,"Don Jones, D.D.S.",Lake,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Vinokur, Elizabeth, D.D.S.",,,"3412 Arlington Heights Rd Arlington Heights
IL
(42.13767612752107, -87.98526054211754)",,,,,,,"Elizabeth Vinokur, D.D.S.",Cook,alexvn8@yahoo.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Appell Dental Group,,,"4230 Arlington Hts Rd Arlington Heights
IL 60004-1372
(42.15217340558637, -87.9851368300274)",,,,,,,"Joel M. Appell, D.D.S.",Cook,joel@appelldental.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Grimes, Anne, D.D.S.",,,"3407 Kennicott Ave Arlington Heights
IL 60004-1431
(42.13773687564645, -87.99586895005045)",,,,,,,"Anne Grimes, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Engelberg, Brent A., D.D.S.",,,"3440 Old Arlington Heights Rd Arlington Heights
IL 60004-1537
(42.138100553778116, -87.98029167313477)",,,,,,,"Brent A. Engelberg, D.D.S.",Cook,info@ahsmiles.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Dessner, Stuart, D.M.D.",,,"3438 Old Arlington Heights Rd Arlington Heights
IL 60004-1552
(42.13807225241008, -87.9802918545538)",,,,,,,"Stuart Dessner, D.M.D.",Cook,benauliff@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Jarosz, Jerome A., D.D.S., M.S.",,,"3430 Old Arlington Heights Rd Arlington Heights
IL 60004-1552
(42.137961044398196, -87.98025790724614)",,,,,,,"Jerome A. Jarosz, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Mondo, Dennis M., D.D.S.",,,"3448 Old Arlington Heights Rd Arlington Heights
IL 60004-1552
(42.13821375885296, -87.98029094746121)",,,,,,,"Dennis M. Mondo, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kanter, Herbert M., D.D.S.",,,"3325 Arlington Heights Rd Arlington Heights
IL 60004-1567
(42.136715927292684, -87.98503424781686)",,,,,,,"Herbert M. Kanter, D.D.S.",Cook,hmkdds@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"A. Kletsel Dental Assoc., Ltd.",,,"3233 Arlington Hts Rd Arlington Heights
IL 60004-1578
(42.13273040542952, -87.98035615672212)",,,,,,,"Alexander Kletsel, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Arlington Grove Dental Associates,,,"3233 Arlington Heights Rd Arlington Heights
IL 60004-1580
(42.13273040542952, -87.98035615672212)",,,,,,,"Steven Theodosis, D.D.S.",Cook,spttheo@aol.com,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Dental Reminder,,,"1530 Hintz Rd Arlington Heights
IL 60004-2209
(42.12454271259332, -87.96677711455094)",,,,,,,"Victor Vaughan, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Mendez, Gilbert X., D.D.S.",,,"809-b Rand Rd Arlington Heights
IL 60004-2336
(42.107087697611654, -87.97239054414877)",,,,,,,"Gilbert X. Mendez, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Impressive Smiles,,,"131 Rand Rd Arlington Heights
IL 60004-3142
(42.111709357880024, -87.97930849745043)",,,,,,,"Meena Barsoum, D.M.D.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Douglas, D. Stephen, D.M.D.",,,"304 Rand Rd Arlington Heights
IL 60004-3184
(42.111741663300606, -87.97894867577051)",,,,,,,"D. Stephen Douglas, D.M.D.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Kohan, Konstantine J., D.D.S.",,,"304 Rand Rd Arlington Heights
IL 60004-3190
(42.111741663300606, -87.97894867577051)",,,,,,,"Konstantine J. Kohan, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Dzakovich, John J., D.D.S.",,,"1608 Arlington Hts Rd Arlington Heights
IL 60004-3908
(42.105559755258184, -87.98048371193833)",,,,,,,"John J. Dzakovich, D.D.S.",Cook,drjjd@att.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Fox, John S., D.D.S., Ltd",,,"1600 Arlington Heights Rd Arlington Heights
IL 60004-3908
(42.10533534988706, -87.98048371193833)",,,,,,,"John Fox, D.D.S.",Cook,,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Dobkin, Jeffrey P., D.D.S.",,,"1635 Arlington Heights Rd Arlington Heights
IL 60004-3944
(42.106798873143354, -87.98035835474732)",,,,,,,"Jeffry R Dobkin, D.D.S.",Cook,jrddoc2715@aol.com,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Goglin, Aurel, D.D.S.",,,"1635 Arlington Heights Rd Arlington Heights
IL 60004-3944
(42.106798873143354, -87.98035835474732)",,,,,,,"Aurel Goglin, D.D.S.",Cook,drgoglin@prodigy.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Ujiiye, Thomas M., D.D.S., P.C.",,,"1635 Arlington Heights Rd Arlington Heights
IL 60004-3944
(42.106798873143354, -87.98035835474732)",,,,,,,"Thomas M. Ujiiye, D.D.S., P.C.",Cook,tujiiye@sbcglobal.net,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Scheperle Dental,,,"1655 Arlington Heights Rd Arlington Heights
IL 60004-3958
(42.10745319744821, -87.9803455810947)",,,,,,,"Jeffrey D. Scheperle, D.D.S.",Cook,DRSCHEPERLE@YAHOO.COM,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Manos-Balis, Debbie, D.D.S.",,,"1635 Arlington Heights Rd Arlington Heights
IL 60004-3960
(42.106798873143354, -87.98035835474732)",,,,,,,"Debbie Manos-Balis, D.D.S.",Cook,TOOTHDRDEB@SBCGLOBAL.NET,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,"Costello, J.E. & Trumfio, D.R., D.D.S.",,,"1640 Arlington Hts Rd Arlington Heights
IL 60004-3985
(42.10644921742562, -87.98049725839226)",,,,,,,"J.E. Costello & D.R. Trumfio, D.D.S.",Cook,DBLDWNDOC@AOL.COM,Dentist,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,Associates For General Dentistry,,,"1307 Rand Rd Arlington Heights
IL 60004-4307
(42.103333244602126, -87.96683978969223)",,,,,,,"M. Menyhart & H. Vallely, D.D.S.",Cook,,Dental Clinic,,,
http://data.illinois.gov/Social-Healthcare/IEMA-Dental-Facilities-in-Illinois/678e-ivxs,Illinois,Dental facilities in Illinois who currently posses radiation producing equipment (x-ray or laser).,,1st Family Dental,,,"1235 Rand Rd Arlington Heights
IL 60004-4314
(42.10387411652112, -87.96762880986378)",,,,,,,"Ghassan Aboud, D.D.S.",Cook,,Dental Clinic,,,
